food_id,food_name,serving_basis,serving_size_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,sugar_g,calcium_mg,iron_mg,zinc_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_c_mg,vitamin_a_mg,vitamin_d_mg,vitamin_b12_mg,folate_mg
SL0840,Paneer patties,100g,100,338.58,7.6,23.96,22.79,1.18,4.04,129.9,0.79,0.461245414,35.04208216,127.4168677,158.44,3.3,355.6718281,4.110026646,2.10769258,31.26
SL0841,Vegetable patties,100g,100,261.92,4.01,17.74,20.98,2.62,1.49,18.96,0.87,1.51216503,87.21515503,589.8,139.52,13.92,487.1971676,8.284455997,0.702732107,22.85
SL0842,Pearl millet infant food (Bajra shishu aahaar),100g,100,362.44,11.98,6.62,62.1,7.84,26.06,118.52,5.67,2.97883776,86.86272146,292.5179262,12.67,0.0,895.7,0.0,4.8,24.14
SL0843,Sajina,100g,100,345.26,10.81,3.03,66.87,7.62,25.89,54.4,5.39,3.410475497,59.49758511,195.7078955,11.7,0.0,643.6630588,0.669052404,1.649162753,20.4
SL0844,Cereal mix,100g,100,120.81,3.32,2.02,21.84,2.03,10.68,21.4,1.18,2.342885443,79.54924517,452.909987,9.29,0.62,648.6181766,4.213591933,0.085390788,23.98
SL0845,Pulse mix,100g,100,83.29,3.16,0.54,16.0,2.25,6.59,14.93,1.29,3.021334464,105.1546609,80.71619216,3.88,0.0,262.4380008,8.071336633,1.471852979,24.23
SL0846,Shishu ahar,100g,100,93.37,2.61,1.43,17.42,1.02,6.61,13.78,1.02,2.713941266,43.55056326,399.5722183,2.68,0.0,670.9996459,6.40194053,1.731464924,17.34
SL0847,Cereal pulse mix with amylase rice flour,100g,100,151.57,4.27,2.74,27.8,3.47,8.84,12.61,1.19,4.176043884,21.10563675,483.2472994,1.03,0.0,150.9717298,3.224991043,4.00543419,18.71
SL0848,Banana groundnut paste/puree,100g,100,213.19,4.27,5.45,36.15,1.7,31.67,74.93,1.9,2.375589103,158.9402082,524.3041004,16.85,3.02,228.2106806,3.044239948,3.6406661,20.9
SL0849,Rice dal porridge (Chawal dal ki khichdi/khichri),100g,100,383.33,10.8,8.33,65.04,4.51,26.54,50.46,2.76,2.214332571,74.66782529,470.8837002,12.33,0.0,0.0,8.728925677,0.0,11.87
SL0850,Lentils and semolina porridge (Dal suji porridge/daliya),100g,100,117.29,3.26,1.06,23.19,1.44,13.84,44.74,1.22,2.570355445,54.45229487,397.4686195,9.64,0.8,580.564747,6.718313545,1.779267467,21.48
SL0851,Spinach khichri (Palak khichri/khichdi),100g,100,102.18,3.43,1.91,17.35,1.56,0.21,10.43,0.65,4.100566094,66.61223499,77.71947585,69.59,3.03,567.5605194,2.569100501,3.689419446,28.15
SL0852,Vegetable mix,100g,100,174.21,4.7,0.94,36.02,1.93,27.36,90.06,2.27,3.052912043,65.46656853,251.676066,34.94,8.48,350.7358414,6.455088786,2.803391809,36.84
SL0853,Lentils and wheat porridge (Dal wheat porridge/daliya ),100g,100,52.54,2.71,0.94,8.36,1.28,0.92,26.28,0.52,1.168657762,73.95701136,216.6599128,62.79,0.6,158.7802871,2.230912742,1.423606779,11.32
SL0854,Maize porridge,100g,100,89.57,2.14,1.89,15.64,1.68,7.69,17.02,1.11,4.785633942,69.30125959,23.0,5.59,3.03,724.5853963,2.107252427,0.873021292,23.98
SL0855,Spinach peanut burfi (Palak aur mungfali ki burfi),100g,100,105.37,3.36,4.39,13.59,2.07,11.5,40.95,1.61,1.889083994,74.71165834,329.5236569,19.52,30.28,51.02513703,4.784228382,2.624233785,164.72
SL0856,Split bengal gram burfi/fudge (Channa dal burfi),100g,100,287.36,4.65,7.09,54.63,2.06,43.38,16.44,0.62,1.569858732,68.95230591,297.8873984,2.53,0.6,434.0225097,5.911518795,0.858627572,24.28
SL0857,Chickpea flour cookies (Sweet besan rounds/cookies),100g,100,207.01,4.29,3.42,39.64,2.56,30.66,54.95,2.16,2.957779616,5.5,81.10169765,22.29,0.39,795.3182258,2.779089741,1.300699828,10.0
SL0858,Pearl millet mathri (Bajra mathri),100g,100,785.08,1.82,83.12,7.42,1.36,0.16,4.63,0.72,2.367299405,72.24074473,329.689612,33.17,0.0,677.0564006,0.0,1.826535126,16.09
SL0859,Sesame biscuit (Til ke biscuit),100g,100,424.03,8.27,19.34,53.65,6.83,29.73,298.06,5.73,2.820628445,165.1079781,23.0,182.26,0.0,769.1735309,8.289649316,2.177577863,5.46
SL0860,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),100g,100,657.57,4.05,67.19,8.68,2.65,0.35,20.5,1.38,3.532102333,39.52814952,233.115845,63.87,3.95,193.4844257,3.387596253,2.825507614,38.78
SL0861,Poshtik namak paras,100g,100,613.39,6.49,56.58,19.52,4.55,0.87,60.74,2.03,3.750856324,59.16885371,582.0438792,44.01,0.38,895.7,0.864440388,4.450543427,6.09
SL0862,Soya chikki,100g,100,423.7,7.18,15.51,62.89,3.55,45.47,81.25,4.47,1.666017175,107.8082115,199.2321582,17.24,0.0,0.0,3.643624218,1.37056499,36.21
SL0863,Besan bathua chilla/cheela,100g,100,373.82,11.48,18.57,40.65,7.79,1.45,64.75,2.68,2.413714861,51.69732842,387.3968333,166.36,2.05,0.0,2.175720146,4.8,24.35
SL0864,Wheat flour and nuts ladoos (Atta nuts ladoos),100g,100,391.9,9.46,19.19,44.31,7.3,15.94,127.29,4.01,3.014986912,129.0530798,337.8561041,8.07,0.0,554.4242692,1.277370924,0.719284062,13.1
SL0865,Gram flour and semolina dhokla (Besan suji dhokla),100g,100,198.91,8.52,7.1,25.92,4.59,2.58,66.66,1.6,1.407918957,24.80123801,399.860088,196.59,6.55,803.0311085,6.431436903,1.020528549,76.09
SL0866,Atta dal burfi,100g,100,298.8,6.66,12.47,40.64,4.08,21.08,17.07,1.56,3.187037565,104.0866488,310.167515,3.56,0.0,392.656977,7.142010861,3.439820312,9.07
SL0867,Soya roti,100g,100,283.96,9.18,9.23,40.03,8.71,1.58,53.42,3.85,0.1,118.7781542,309.3177858,155.93,4.04,35.78520466,9.9,1.858152921,35.91
SL0868,Poshtik khichdi/khichri,100g,100,93.37,3.04,1.88,15.64,2.0,0.26,30.41,1.0,2.594327846,109.3321129,172.1063921,41.67,25.77,257.7295968,1.986068312,1.088789252,65.43
SL0869,Namkeen daliya,100g,100,295.11,8.29,7.99,49.32,8.57,0.82,35.98,2.99,0.1,5.5,378.8100345,149.63,6.88,420.9792656,3.726764731,2.969647665,6.32
SL0870,Sprouts upma,100g,100,316.25,9.5,10.44,44.96,7.16,1.67,36.78,2.76,0.872934862,6.305126178,417.1597417,147.82,0.48,432.22764,8.523557733,0.441656282,26.63
SL0871,Semolina idli (Suji/Rava idli),100g,100,206.39,9.34,3.47,33.67,5.85,3.42,100.85,2.34,2.611654072,165.7818169,208.430401,185.02,1.61,509.376838,2.431137141,3.313549628,17.37
SL0872,Poshtik chilla/cheela,100g,100,159.53,4.85,3.04,27.47,4.91,1.22,18.18,2.1,2.814747947,153.01011,350.1781387,97.18,0.58,486.106809,4.674321161,2.597767769,11.79
SL0873,Stuffed bittergourd (dry) (Bharwa karela),100g,100,217.65,1.29,22.38,2.49,3.0,0.07,16.72,1.29,2.787871918,95.92713408,155.4025132,519.29,43.5,0.0,2.353943199,2.89077622,48.09
SL0874,Cauliflower potato canjee,100g,100,16.79,0.57,0.39,2.63,0.69,0.13,6.78,0.28,1.501579419,83.70246939,226.1339626,35.58,15.57,632.4069029,4.118783611,2.120068928,14.43
SL0875,Creamed spinach,100g,100,96.91,5.18,6.39,4.44,1.33,1.59,122.3,1.89,2.065587382,52.30360718,48.39227954,156.02,62.17,408.5141264,4.724154944,0.0,320.46
SL0876,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),100g,100,68.35,1.93,2.8,9.18,0.23,9.11,69.36,0.15,1.262030641,58.65827317,337.6147201,16.64,16.96,438.3976761,6.994030218,0.086737821,46.37
SL0877,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),100g,100,68.49,1.93,2.75,9.33,0.42,9.2,68.78,0.12,1.646608727,64.5826959,460.9143927,16.65,18.32,560.0340304,6.180886966,1.562142836,20.84
SL0878,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),100g,100,67.82,1.95,2.75,9.15,0.16,9.0,69.8,0.19,2.132563405,71.22735534,446.8840354,16.65,20.86,201.3910851,7.559386539,3.373055979,21.34
SL0879,Woodapple juice (Bel ka sharbat),100g,100,34.18,0.63,0.7,6.51,1.03,5.75,11.85,0.12,0.878457154,82.37491963,280.9853312,127.45,18.36,597.4734439,9.9,1.500957408,5.65
SL0880,Sattu drink,100g,100,23.38,0.56,0.14,5.16,0.4,3.96,1.59,0.17,4.436327771,27.92009877,379.369105,12.65,0.0,43.00157542,0.0,3.430725043,25.48
SL0881,Apple and honey sorbet (Seb aur shehad ka sharbat),100g,100,121.3,0.15,0.29,30.74,1.13,29.18,9.11,0.18,4.14329613,185.2,274.3474952,1.97,5.08,0.0,7.730554129,2.118270123,2.68
SL0882,Thandai,100g,100,101.18,3.59,5.89,9.13,0.8,8.21,112.31,0.6,2.877844415,151.6192803,411.0104143,22.69,3.66,510.9191803,6.324393864,0.737838896,18.19
SL0883,Cucumber sharbat (Kheere ka sharbat),100g,100,27.28,0.26,0.06,6.64,0.78,5.46,6.49,0.18,2.546867841,5.5,63.3971322,2.57,9.16,694.9554541,4.538167541,4.8,25.26
SL0884,Apple oats chia seed smoothie,100g,100,85.64,3.49,2.48,13.07,1.44,5.76,88.89,0.5,0.11591642,83.9083068,322.2891777,32.02,5.39,741.7582487,4.712380317,0.289493156,71.4
SL0885,Nannari sharbat,100g,100,88.79,0.01,0.01,23.62,0.0,23.58,2.67,0.05,0.776681221,5.5,258.1678666,1.16,9.92,0.0,1.546404066,1.658497602,2.29
SL0886,Semolina milk drink (Thari kanji),100g,100,44.16,0.98,1.36,6.93,0.72,3.88,8.26,0.36,0.380843486,109.4982394,489.1096068,11.95,6.58,895.7,5.381902235,2.337025028,11.86
SL0887,Saffron milk (Kesariya doodh),100g,100,102.18,3.17,4.57,12.64,0.14,12.5,110.88,0.21,2.080824786,36.43560592,326.7791683,23.69,4.84,401.8489369,2.873884569,3.33376666,17.96
SL0888,Black rice kheer (Chak-hao kheer),100g,100,147.94,4.37,4.91,22.93,0.76,12.57,94.89,0.46,1.886890866,114.6144818,536.2950784,25.77,3.22,320.9811044,4.867619645,1.008437432,11.25
SL0889,Coconut kheer (Nariyal ki kheer),100g,100,162.61,3.4,10.55,14.42,1.53,13.73,89.52,0.53,3.985675634,114.5784661,510.760224,45.97,12.21,334.1567684,7.893252942,2.234343253,49.34
SL0890,Apple sago payasam (Seb aur sabudana ki kheer),100g,100,136.5,3.13,7.66,14.4,0.38,10.63,102.11,0.31,1.44146601,183.2738537,191.6961507,39.45,5.88,90.00265964,2.123814577,3.106875407,21.45
SL0891,Kesari bath,100g,100,244.57,2.4,12.59,31.38,1.65,20.16,7.7,0.69,2.404503668,94.74679582,325.6858324,1.7,0.0,737.1501632,5.269728983,2.125942876,8.55
SL0892,Putharekulu,100g,100,318.3,3.66,7.55,59.61,1.75,23.86,6.11,0.38,2.455609637,128.263512,323.4193796,2.67,0.0,777.5301,6.698943521,1.77182466,2.44
SL0893,Mango malpua,100g,100,334.64,1.65,30.67,12.84,2.08,4.96,10.64,0.7,2.449957137,76.14592085,567.4891633,1.89,38.05,51.08547412,5.829243218,3.91317044,110.67
SL0894,Mango vanilla custard,100g,100,147.63,3.43,7.04,18.41,0.99,14.62,84.86,0.58,2.684123365,84.27778422,258.2462131,30.12,16.05,35.09799137,6.864560863,2.006681513,49.19
SL0895,Kiwi granola pudding,100g,100,280.99,5.6,15.36,32.33,3.71,15.08,62.2,1.45,4.867117438,61.34675009,207.2493782,59.21,65.34,110.8141971,9.9,3.105640957,207.15
SL0896,Oats burfi,100g,100,425.19,8.89,17.27,62.47,4.96,32.93,128.58,2.46,2.858887068,25.42488718,540.6747075,8.15,0.06,0.0,0.535053472,3.362146004,17.81
SL0897,Lotus seed halwa (Kamal gattay ka halwa),100g,100,370.55,7.79,20.69,39.56,0.42,9.8,82.84,1.8,3.463582765,65.13755478,151.020932,3.06,0.06,437.5440852,7.393195181,0.405280293,179.08
SL0898,Amaranth ladoo (Rajgira ladoo),100g,100,454.15,10.12,22.7,51.33,5.11,19.92,144.58,6.47,1.130839071,88.67838482,124.9788695,7.51,0.03,325.5553793,0.0,4.2295181,9.52
SL0899,Chhena poda,100g,100,344.57,13.68,17.94,33.64,1.4,30.65,295.29,1.41,3.056975799,5.5,403.6688687,13.0,0.09,844.7354182,6.170152294,4.383740303,42.67
SL0900,Sweet couscous dessert,100g,100,196.2,3.81,7.69,29.69,2.18,15.89,30.94,0.84,2.611012376,126.4744902,299.4864445,4.22,34.1,392.1295617,3.799844173,3.117090599,29.16
SL0901,Sweetened yogurt (Shrikhand),100g,100,107.18,5.27,2.89,16.02,0.08,15.81,183.02,0.17,1.196720527,34.72802644,439.3885505,73.61,2.79,639.8916655,7.762538277,2.820439441,50.44
SL0902,Thickened sweetened milk (Rabri),100g,100,102.79,3.52,5.35,10.55,0.19,10.09,111.87,0.29,3.187998812,40.19460712,368.3208642,23.92,4.09,16.83197913,4.782076926,2.587455568,16.31
SL0903,Gram flour halwa (Besan halwa),100g,100,276.79,5.88,17.3,25.78,1.82,15.83,77.42,0.67,0.853378371,87.0361673,315.8222469,15.4,1.66,587.3557034,4.699823118,4.143604888,51.61
SL0904,Prawn sandwich,100g,100,169.65,10.36,9.27,11.89,1.55,1.21,75.53,1.11,1.458892294,144.0738523,525.236927,213.38,12.57,584.4150757,6.253176145,2.227024645,50.99
SL0905,Watercress sandwich,100g,100,229.42,5.17,11.47,28.03,2.26,1.81,98.16,0.99,0.825829143,114.8281823,378.6091657,407.44,2.23,472.9641954,5.005181363,2.017249893,12.14
SL0906,Fish sandwich,100g,100,150.2,4.72,10.37,10.09,1.23,1.04,47.28,0.69,3.099591443,5.5,322.049125,161.88,3.89,276.9763102,6.416318033,4.472323313,39.29
SL0907,Kidney bean sandwich with cottage cheese,100g,100,176.64,9.85,6.84,18.86,3.66,3.69,166.63,1.64,2.609754521,31.43051209,356.4531463,97.97,5.33,161.3504247,1.044022974,0.965669063,213.8
SL0908,Finger millet biscuit (Ragi biscuit),100g,100,458.56,4.03,25.79,52.69,5.97,16.9,207.04,2.54,3.296998319,111.2778188,334.9955267,98.24,0.0,336.7536572,6.722933261,4.8,13.87
SL0909,Buttermilk biscuit,100g,100,322.54,5.76,17.5,34.93,1.18,3.44,67.16,0.77,1.975979455,61.05242244,445.185173,323.74,0.0,332.1959634,7.409750089,2.489010938,11.23
SL0910,Lemon cookies,100g,100,394.48,5.63,23.02,42.19,0.78,23.47,72.04,0.69,1.361972598,96.20104438,92.81012224,84.71,1.5,284.6318185,9.9,1.075543449,10.76
SL0911,Sweet potato biscuit (Shakarkand ke biscuit),100g,100,296.4,5.14,13.31,38.13,2.27,2.53,56.34,0.81,0.642275922,77.14646104,366.5605483,339.58,7.95,221.0397285,3.175271901,0.573455125,17.7
SL0912,Raspberry shortbread cookies,100g,100,441.12,3.0,21.25,61.25,0.75,40.86,13.81,0.6,1.07800149,129.3810107,366.7907247,6.06,0.01,558.6743653,6.651275895,3.872762995,1.66
SL0913,Pumpkin cookies,100g,100,218.4,2.51,3.93,44.69,1.06,31.62,19.36,0.52,0.849462574,106.0019146,357.7803735,51.49,1.26,580.8442834,3.29034498,3.363563498,7.8
SL0914,Greenpea cookies,100g,100,159.42,6.53,4.24,23.07,5.32,14.45,48.45,1.47,2.295404792,86.37845035,141.5261337,229.9,16.8,0.0,0.403705612,0.0,28.24
SL0915,Sunflower cookies,100g,100,520.62,9.49,36.28,40.06,3.95,24.28,70.45,2.21,0.965393874,98.74437993,525.8963884,181.68,0.0,340.5927938,3.896349242,0.0,51.65
SL0916,Cardamom cookies (Elaichi cookies),100g,100,400.49,5.1,19.12,53.99,2.79,38.99,25.21,1.41,4.503730162,154.9318329,589.8,98.45,0.0,256.456699,6.028003332,1.310309276,34.95
SL0917,Hazelnut cookies,100g,100,493.32,6.25,34.97,39.44,2.45,22.01,47.43,1.29,2.936538731,73.77134255,98.50521105,81.06,0.0,470.2041518,3.556896143,2.069479117,19.45
SL0918,Milk cookies,100g,100,459.43,10.49,24.96,48.43,0.99,22.06,251.59,0.75,1.717719258,39.59831207,461.0649562,156.53,2.03,0.0,1.315873598,0.0719017,19.54
SL0919,Cranberry cookies,100g,100,272.48,3.92,12.66,36.39,1.13,19.96,36.16,0.71,3.770445506,5.5,390.5141194,58.25,5.52,563.7778284,0.472035895,2.601531072,17.21
SL0920,Olive biscuit,100g,100,438.29,3.2,23.75,55.01,0.82,32.27,10.76,1.37,3.295955705,70.09448307,201.4570622,120.1,0.0,819.2968765,8.384220763,1.587323526,2.28
SL0921,Tutti fruitti biscuit,100g,100,420.78,5.21,17.9,53.12,5.43,15.75,23.81,1.96,2.822742246,17.8286803,397.0836812,93.11,0.0,357.9401725,5.081530343,2.57323566,15.19
SL0922,Peach blueberry preserves,100g,100,177.38,0.53,0.2,45.76,1.14,45.33,9.03,0.33,2.824072404,67.51877839,317.4287315,2.81,16.56,535.5626212,0.49476671,2.19581102,16.68
SL0923,Pear preserves (Naashpati ka murabba),100g,100,101.24,0.25,0.19,25.67,3.06,25.19,6.57,0.23,3.035827123,92.71532742,472.1680919,2.1,15.65,0.0,0.202624059,3.853122871,21.93
SL0924,Starfruit preserves,100g,100,128.93,0.24,0.12,33.62,0.78,33.47,5.24,0.2,0.30226183,63.89963789,530.8876276,2.06,17.65,452.1213612,8.385227948,1.107207878,4.32
SL0925,Gooseberry pickle (Amla ka achaar),100g,100,278.58,1.55,27.61,7.61,3.7,0.36,31.17,1.04,1.968606937,72.07432982,192.539387,86.38,4.85,895.7,3.747088714,2.553441127,2.09
SL0926,Lotus stem pickle (Kamal kakdi ka achar),100g,100,102.69,1.44,1.6,20.07,8.58,2.53,137.73,20.57,4.697511771,10.91171515,448.2761005,181.83,12.35,516.7493749,5.79656753,0.603903574,1.91
SL0927,Date pickle (Khajoor ka achaar),100g,100,182.29,1.68,4.21,34.66,5.2,30.47,41.49,1.96,3.627045876,18.91948338,430.4912533,138.86,3.46,436.179033,0.0,2.244321791,15.77
SL0928,Garlic pickle (Lahasun ka achar),100g,100,413.62,3.72,39.88,9.75,5.13,2.32,54.66,1.82,3.471910014,95.93296144,342.0196616,269.12,7.33,735.9911605,0.958998449,1.403484153,15.98
SL0929,Fermented bamboo shoot pickle (Mesu pickle),100g,100,59.83,1.58,5.59,1.73,2.24,0.29,16.62,0.69,3.633164491,85.13742437,265.8982085,161.31,19.87,462.5944269,2.367135512,1.667587702,23.14
SL0930,Sweet peach pickle (Aadoo ka achaar),100g,100,144.64,0.46,0.2,37.01,1.32,36.46,11.99,0.33,1.270722314,93.31312847,459.7317924,33.04,7.36,619.0565552,0.981565399,4.340545095,8.5
SL0931,Pickled mustard greens,100g,100,13.12,1.51,0.22,1.05,1.7,0.02,81.44,1.22,2.097048487,91.19710276,184.306917,242.36,301.6,455.7452105,2.124252827,1.616107534,550.52
SL0932,Small onion pickle,100g,100,16.86,1.65,0.64,2.76,1.09,2.99,31.95,1.2,2.318921915,85.77022586,283.5809826,249.48,19.37,729.1265743,1.893201516,3.487047608,16.9
SL0933,Green tomato pickle (Haray tamatar ka achaar),100g,100,193.26,1.23,19.67,2.87,1.74,0.77,14.22,0.77,1.168065158,64.55949712,419.766093,159.18,8.21,755.971337,5.574315727,1.739478054,7.15
SL0934,Pickled cabbage,100g,100,13.69,0.39,0.14,2.56,0.61,2.08,15.96,0.19,2.211177787,88.2596246,574.3474808,121.39,16.63,654.2973,2.887947255,1.929031412,23.56
SL0935,Coconut pickle (Nariyal ka aachar),100g,100,517.26,3.02,51.71,11.53,6.35,8.98,44.78,2.62,2.825711023,14.80769076,403.138857,176.54,1.71,319.2206763,1.600445593,2.895632556,5.56
SL0936,Potato pickle (Aloo ka achaar),100g,100,369.14,2.07,36.46,7.87,2.21,0.82,48.46,1.12,2.473501528,43.04024895,504.2534559,213.73,10.14,277.7515788,6.697580006,2.376849299,8.16
SL0937,Mango murabba candy,100g,100,293.35,0.27,0.05,77.32,0.95,74.73,16.55,0.33,1.733505708,88.97753521,182.2837053,13.71,19.85,83.76793139,1.007733693,2.283995838,5.7
SL0938,Afghani chicken,100g,100,151.51,15.66,9.07,1.95,0.31,0.83,35.14,1.04,1.592408952,141.3576713,62.59625749,87.02,3.54,164.583863,5.19786241,3.636752612,20.52
SL0939,Fish orly,100g,100,563.7,5.87,58.18,4.27,0.33,0.24,9.55,0.31,0.756972251,58.28183687,220.9287067,136.37,1.35,399.0583286,4.932349861,2.367627804,12.83
SL0940,Hariyali Fish Tikka,100g,100,150.24,14.01,9.41,2.21,0.99,0.83,34.86,0.83,2.041811154,43.32570712,23.0,100.45,11.11,248.3235237,4.331748913,1.695059413,26.78
SL0941,Chicken manchurian,100g,100,142.34,9.53,11.96,6.06,0.41,0.9,26.52,1.28,0.869670554,121.9380775,206.624065,2414.77,10.37,895.7,4.604615198,1.784015809,45.99
SL0942,Handi chicken,100g,100,166.02,12.32,12.46,1.49,0.67,0.75,26.85,0.93,1.906712846,85.76467825,58.28369492,75.64,1.47,198.7577787,2.696493496,4.469387506,20.46
SL0943,Lemon chicken,100g,100,169.79,20.2,9.66,0.55,0.16,0.16,17.4,0.95,1.270057806,85.6234459,370.9841802,79.93,8.94,605.9815865,4.456427687,3.911240623,31.21
SL0944,Lemon butter fish,100g,100,160.25,16.38,10.26,0.75,0.36,0.23,18.66,0.4,4.148823954,74.41331267,168.2719857,187.72,8.7,140.4914493,0.319190429,2.94082434,19.1
SL0945,Baked eggs in tomato sauce,100g,100,80.05,4.92,5.22,3.78,0.01,2.03,71.94,1.31,1.681494351,49.45098976,371.7623607,188.21,245.7,406.5687637,2.093266126,2.359672913,317.88
SL0946,Egg in a pepper,100g,100,128.78,12.64,8.68,0.17,0.17,0.05,48.25,1.76,4.693022681,124.9770518,382.4446021,183.89,33.6,40.55432563,6.448332783,4.553892761,290.24
SL0947,Spinach mushroom scrambled egg (Palak mushroom bhurji),100g,100,158.85,13.28,11.51,0.59,0.39,0.1,140.31,1.6,1.828189311,59.53142487,362.5000509,227.97,2.27,498.0636759,6.120595102,2.476671236,54.24
SL0948,Corn omelette/omlet,100g,100,166.93,11.37,12.89,1.57,0.02,0.41,96.22,1.34,2.995086468,27.42345432,258.1201703,166.42,2.9,374.8398435,4.679684661,0.828870129,81.65
SL0949,Cajun chicken,100g,100,184.94,12.69,13.99,1.94,0.89,1.1,156.98,0.53,0.888718108,103.9292917,133.3369713,1740.13,45.44,70.06537918,9.080322912,4.109474955,44.55
SL0950,Paaner do pyaza,100g,100,127.7,4.22,10.87,3.41,0.84,2.2,57.22,0.45,4.71307691,97.59637902,23.0,160.66,16.81,513.6390131,3.250888911,0.813745091,35.64
SL0951,Cabbage manchurian (Pattagobhi manchurian),100g,100,224.26,0.64,22.48,4.85,0.37,0.33,3.18,0.2,4.550910858,95.10277896,208.2459414,75.02,28.39,300.6417553,9.586437494,1.147396214,30.24
SL0952,Gobi 65,100g,100,278.29,0.56,29.11,3.59,0.57,0.29,12.37,0.3,1.70698301,69.05224326,348.0356324,69.22,27.52,140.7432762,4.52079167,3.254085389,37.66
SL0953,Paneer lababdar,100g,100,105.48,3.98,8.46,3.37,1.16,1.96,55.56,0.56,0.976714389,178.2594901,313.3480992,142.45,27.48,296.1269398,4.788102262,0.608384369,56.6
SL0954,Roasted cauliflower steak,100g,100,78.68,2.05,6.7,2.02,3.53,0.44,24.47,0.95,2.230422854,82.91073394,574.3831059,120.19,47.14,149.5005282,3.215434126,2.874337274,46.0
SL0955,Sauteed radishes with green beans,100g,100,94.32,2.41,6.61,6.04,3.52,1.78,40.2,1.01,3.011196253,55.09579286,103.7804895,65.1,6.55,344.7279147,2.458725511,3.970253232,45.89
SL0956,Garlic chutney/Poondu chutney (Lahasun ki chutney),100g,100,255.51,3.34,17.55,20.44,5.15,13.36,63.51,3.26,3.659913922,156.6721326,222.6256879,177.62,5.7,147.3466044,8.86604086,4.41936677,16.82
SL0957,Schezwan chutney,100g,100,205.19,3.33,17.72,10.79,5.72,5.66,35.46,1.96,1.351026491,87.3151148,431.5713614,486.27,26.36,202.4101636,5.055517818,1.810555574,159.08
SL0958,Onion chutney (Pyaaz ki chutney/Vengaya chutney),100g,100,143.94,2.97,8.38,13.52,4.6,6.8,28.5,1.19,3.494019617,53.4350667,253.9938185,256.89,2.83,735.8453069,8.02995875,4.8,17.03
SL0959,Dates chutney (Khajoor ki chutney),100g,100,103.57,1.07,1.12,21.69,3.41,18.68,28.72,1.19,2.396339815,62.18022742,407.0120581,76.77,3.41,448.3980868,7.064768871,3.848209986,17.27
SL0960,Chicken salad,100g,100,338.19,15.33,30.26,1.3,2.0,0.96,43.19,1.23,2.112269764,113.3216709,412.2099528,50.62,4.92,254.7614936,5.617670218,0.108134931,35.5
SL0961,Macaroni salad,100g,100,262.19,5.02,17.78,21.63,0.56,3.73,35.7,0.77,4.041681309,146.4806837,382.2064168,163.99,22.15,493.7147481,7.309275783,1.956411603,34.69
SL0962,Cabbage raita (Pattagobhi raita),100g,100,84.84,3.24,5.76,5.25,0.93,4.21,118.49,0.19,2.065211696,76.99523918,310.1959496,125.31,28.29,537.9966549,2.292424729,0.0,53.73
SL0963,Pomegranate raita (Anaar ka raita),100g,100,72.64,4.05,3.24,7.15,0.6,7.01,138.31,0.25,3.567219654,5.5,419.9313199,195.18,4.6,629.6329421,8.052630553,1.585307084,23.86
SL0964,Onion raita (Pyaaz ka raita),100g,100,71.56,4.86,2.43,7.86,0.65,7.07,163.8,0.3,0.1,135.9973364,258.5978188,189.96,8.44,231.4129348,7.87629443,4.657220814,32.13
SL0965,Green chilli raita (Hari mirch ka raita),100g,100,77.13,5.58,2.92,7.66,0.26,7.49,193.58,0.21,1.185410806,107.8468483,359.4425861,161.31,4.3,895.7,6.059593916,3.501594103,18.82
SL0966,Kale salad,100g,100,177.71,4.86,15.33,5.01,1.36,3.31,109.11,1.3,4.414458115,56.64812213,430.6803263,292.04,30.49,788.615111,6.572029494,4.390878673,35.39
SL0967,Spinach and paneer souffle,100g,100,186.19,7.56,13.49,9.64,1.07,2.81,114.32,1.4,2.033289707,105.5434972,244.1417783,434.68,10.82,283.4557241,6.256549661,1.167245835,133.95
SL0968,Masala souffle,100g,100,123.51,6.38,7.37,8.02,1.24,1.84,103.68,0.74,1.168838144,42.69841666,278.9309627,131.14,382.64,713.2360452,8.305325145,1.205750113,363.81
SL0969,Chicken and cheese souffle,100g,100,182.35,9.07,14.74,3.47,0.26,2.46,61.71,0.63,3.044484624,118.4392855,456.8934313,120.93,2.4,427.906602,6.418762754,3.747565164,28.77
SL0970,Tamarind chutney (Chintapandu pachadi/Puli chutney),100g,100,109.15,0.88,0.48,25.07,1.65,22.85,40.3,1.95,1.444682524,180.9425319,414.4321852,75.61,0.03,164.2103963,3.751586694,2.332328594,0.18
SL0971,Pav bhaji masala,100g,100,230.47,9.13,10.96,29.15,24.3,1.48,588.91,12.84,1.637222548,83.30069049,160.902529,1814.66,0.06,895.7,9.838035451,0.817234666,0.21
SL0972,Green chutney,100g,100,79.42,5.42,1.6,10.01,5.84,0.92,112.74,4.58,3.204581823,110.5120036,247.368972,262.81,7.35,367.8204352,3.093188306,3.159195588,15.53
